T,Sig_Np,Rate#,Pct_Np,CumPct,SigT,E:SNR0030,Sig,SigCalc,Range,Zero
6744.38,1.11716e-10,1.0,5.28805e-11,2.94905e-12,0.432,-2.17968,224.7,209.661,0.432,0.0
6032.57,0.0,2.0,0.0,2.09366e-12,0.54,-0.200543,210.65,209.266,843.05,0.0
5395.89,0.0,3.0,0.0,0.0,0.648,1.50838,198.467,208.874,,
4826.4,0.0,4.0,0.0,0.0,0.756,0.159573,207.383,208.484,,
4317.02,0.0,5.0,0.0,0.0,0.864,0.53335,204.417,208.097,,
3861.4,0.0,6.0,0.0,0.0,0.972,0.211768,206.25,207.711,,
3453.86,0.0,7.0,0.0,0.0,1.08,-1.3849,216.883,207.328,,
3089.34,0.0,8.0,0.0,0.0,1.188,-0.101968,207.65,206.946,,
2763.28,3.22356e-11,9.0,1.52587e-11,0.0,1.296,-0.463706,209.767,206.567,,
2471.64,1.90091e-10,10.0,8.9979e-11,0.0,1.404,0.414014,203.333,206.19,,
2210.78,3.6414e-10,11.0,1.72365e-10,0.0,1.512,-0.611409,210.033,205.815,,
1977.46,4.54193e-10,12.0,2.14991e-10,1.19522e-11,1.62,-0.704153,210.3,205.441,,
1768.75,3.97635e-10,13.0,1.8822e-10,3.44385e-11,1.728,-1.83046,217.7,205.07,,
1582.08,2.36259e-10,14.0,1.11833e-10,5.11719e-11,1.836,-0.185883,205.983,204.701,,
1415.1,3.28294e-11,15.0,1.55397e-11,5.82752e-11,1.944,1.7126,192.517,204.333,,
1265.75,0.0,16.0,0.0,5.42515e-11,2.052,1.09437,196.417,203.968,,
1132.16,0.0,17.0,0.0,3.89437e-11,2.16,-2.35699,219.867,203.604,,
1012.67,0.0,18.0,0.0,1.50506e-11,2.268,-0.660612,207.8,203.242,,
905.795,0.0,19.0,0.0,0.0,2.376,2.34524,186.7,202.882,,
810.196,0.0,20.0,0.0,0.0,2.484,0.923692,196.15,202.523,,
724.687,0.0,21.0,0.0,0.0,2.592,-2.01455,216.067,202.167,,
648.203,0.0,22.0,0.0,0.0,2.7,0.136966,200.867,201.812,,
579.791,0.0,23.0,0.0,0.0,2.808,-0.865946,207.433,201.458,,
518.599,0.0,24.0,0.0,0.0,2.916,-0.281615,203.05,201.107,,
463.866,0.0,25.0,0.0,0.0,3.024,-0.143917,201.75,200.757,,
414.909,0.0,26.0,0.0,0.0,3.132,-1.37075,209.867,200.409,,
371.119,0.0,27.0,0.0,0.0,3.24,0.359248,197.583,200.062,,
331.951,0.0,28.0,0.0,0.0,3.348,0.147399,198.7,199.717,,
296.916,0.0,29.0,0.0,0.0,3.456,-0.380656,202.0,199.374,,
265.579,0.0,30.0,0.0,0.0,3.564,1.62057,187.85,199.032,,
237.55,0.0,31.0,0.0,0.0,3.672,-1.02787,205.783,198.691,,
212.479,0.0,32.0,0.0,0.0,3.78,1.15255,190.4,198.352,,
190.053,0.0,33.0,0.0,0.0,3.888,-0.137929,198.967,198.015,,
169.995,0.0,34.0,0.0,0.0,3.996,-0.215597,199.167,197.679,,
152.054,7.28118,35.0,3.44653,0.192206,4.104,-0.0345908,197.583,197.345,,
136.006,96.3713,36.0,45.6172,2.9284,4.212,0.0789899,196.467,197.012,,
121.651,217.5,37.0,102.953,11.2139,4.32,-0.302404,198.767,196.68,,
108.812,299.205,38.0,141.628,24.8538,4.482,1.50179,188.858,196.185,,
97.3281,314.424,39.0,148.832,41.0522,4.698,-0.322809,196.817,195.531,,
87.056,267.707,40.0,126.719,56.4191,4.968,0.0724058,194.367,194.72,,
77.868,194.433,41.0,92.0343,68.6186,5.238,-0.782194,197.033,193.917,,
69.6497,129.111,42.0,61.1145,77.1594,5.454,-0.878383,197.567,193.281,,
62.2988,77.4104,43.0,36.6421,82.6111,5.724,-0.395077,194.067,192.493,,
55.7237,42.5282,44.0,20.1307,85.7772,6.048,0.233248,190.628,191.557,,
49.8426,23.6116,45.0,11.1765,87.5231,6.372,0.489097,188.683,190.632,,
44.5822,17.1601,46.0,8.12272,88.5994,6.696,1.0838,185.978,189.717,,
39.8769,16.2458,47.0,7.68991,89.4813,7.02,0.43112,187.094,188.812,,
35.6683,15.689,48.0,7.42634,90.3243,7.398,-0.0768032,188.033,187.768,,
31.9038,15.1269,49.0,7.16027,91.1377,7.776,1.05925,183.083,186.738,,
28.5366,14.5621,50.0,6.89296,91.9214,8.154,0.222983,184.95,185.719,,
25.5249,13.9925,51.0,6.6233,92.6752,8.586,0.749784,181.983,184.57,,
22.8309,13.4149,52.0,6.34993,93.3987,9.018,-0.16112,183.992,183.436,,
20.4213,12.8261,53.0,6.07118,94.0914,9.45,-0.312096,183.279,182.316,,
18.266,12.2217,54.0,5.78511,94.7526,9.936,-0.136145,181.493,181.073,,
16.3382,11.597,55.0,5.48942,95.3814,10.476,-1.33987,183.847,179.712,,
14.6139,10.9466,56.0,5.18155,95.9765,11.016,1.42412,174.36,178.372,,
13.0715,10.2645,57.0,4.8587,96.5364,11.556,-1.68837,182.26,177.05,,
11.6919,9.54473,58.0,4.51798,97.0593,12.15,0.309277,174.747,175.618,,
10.458,8.78177,59.0,4.15683,97.5431,12.798,1.35191,170.556,174.081,,
9.35421,7.97222,60.0,3.77364,97.9854,13.446,-0.294112,173.397,172.569,,
8.36695,7.11622,61.0,3.36845,98.3837,14.148,0.348732,170.048,170.957,,
7.4839,6.21986,62.0,2.94416,98.7357,14.85,0.957579,167.036,169.372,,
6.69404,5.29782,63.0,2.50771,99.0398,15.606,0.839503,165.646,167.694,,
5.98754,4.37393,64.0,2.07039,99.2951,16.416,-0.060155,166.074,165.927,,
5.35561,3.48016,65.0,1.64733,99.5024,17.226,-0.503916,165.421,164.192,,
4.79038,2.65431,66.0,1.25641,99.6643,18.09,-0.842276,164.31,162.373,,
4.28479,1.93069,67.0,0.91389,99.7854,19.008,0.855946,158.609,160.477,,
3.83257,1.3289,68.0,0.629033,99.8714,20.034,-0.504676,159.5,158.399,,
3.42808,0.853482,69.0,0.403994,99.929,21.06,-0.696976,157.883,156.363,,
3.06628,0.500446,70.0,0.236885,99.9648,22.086,0.0206252,154.323,154.366,,
