T,Sig_Np,Rate#,Pct_Np,CumPct,SigT,E:SNR0075,Sig,SigCalc,Range,Zero
3621.98,0.0,1.0,0.0,0.0,0.261,4.04223,533.113,563.499,0.261,0.0
3239.72,1.11738e-09,2.0,1.96976e-10,0.0,0.319,1.82612,548.95,562.677,452.75,0.0
2897.79,0.0,3.0,0.0,6.39481e-12,0.377,0.891157,555.162,561.862,,
2591.96,0.0,4.0,0.0,4.64723e-12,0.435,-0.186069,562.45,561.051,,
2318.4,0.0,5.0,0.0,0.0,0.493,-0.200005,561.75,560.247,,
2073.71,0.0,6.0,0.0,0.0,0.551,1.36815,549.162,559.447,,
1854.85,0.0,7.0,0.0,0.0,0.609,1.61005,546.55,558.653,,
1659.09,2.57609e-09,8.0,4.54123e-10,0.0,0.667,-0.0795916,558.463,557.864,,
1483.99,2.30037e-08,9.0,4.05517e-09,1.51653e-10,0.725,-2.58002,576.475,557.08,,
1327.36,6.38143e-08,10.0,1.12494e-08,1.00516e-09,0.783,-3.23402,580.612,556.302,,
1187.27,1.07063e-07,11.0,1.88735e-08,2.68506e-09,0.841,-1.48288,566.675,555.528,,
1061.97,1.50362e-07,12.0,2.65064e-08,5.21581e-09,0.899,0.405268,551.713,554.759,,
949.886,1.93471e-07,13.0,3.41058e-08,8.59604e-09,0.957,1.1816,545.113,553.995,,
849.634,2.36112e-07,14.0,4.16226e-08,1.28193e-08,1.015,0.545137,549.138,553.235,,
759.963,2.77959e-07,15.0,4.89996e-08,1.78731e-08,1.073,0.612674,547.875,552.481,,
679.756,3.15732e-07,16.0,5.56584e-08,2.37097e-08,1.131,0.260116,549.775,551.73,,
608.014,3.45656e-07,17.0,6.09334e-08,3.02118e-08,1.16,-0.77397,557.175,551.357,,
543.843,3.58342e-07,18.0,6.31697e-08,3.71328e-08,1.218,-2.52243,569.575,550.613,,
486.445,3.53279e-07,19.0,6.22773e-08,4.41287e-08,1.276,0.359063,547.175,549.874,,
435.105,3.30304e-07,20.0,5.82271e-08,5.0849e-08,1.334,-0.314043,551.5,549.139,,
389.184,2.91248e-07,21.0,5.13423e-08,5.69595e-08,1.392,0.0776375,547.825,548.409,,
348.109,2.34828e-07,22.0,4.13962e-08,6.21313e-08,1.45,1.60394,535.625,547.682,,
311.369,1.76829e-07,23.0,3.11721e-08,6.61783e-08,1.508,-0.806847,553.025,546.96,,
278.507,1.18241e-07,24.0,2.08439e-08,6.90792e-08,1.566,-1.77706,559.6,546.241,,
249.113,5.91587e-08,25.0,1.04287e-08,7.08232e-08,1.624,-1.80558,559.1,545.527,,
222.821,0.0,26.0,0.0,7.14018e-08,1.682,0.175148,543.5,544.817,,
199.305,0.0,27.0,0.0,7.08046e-08,1.74,0.0312672,543.875,544.11,,
178.27,0.0,28.0,0.0,6.9019e-08,1.798,1.01198,535.8,543.407,,
159.455,0.0,29.0,0.0,6.60349e-08,1.856,0.0875611,542.05,542.708,,
142.626,0.0,30.0,0.0,6.18472e-08,1.914,-0.091409,542.7,542.013,,
127.573,0.0,31.0,0.0,5.6456e-08,1.972,-1.12793,549.8,541.321,,
114.109,0.0,32.0,0.0,5.02548e-08,2.03,-1.70835,553.475,540.633,,
102.066,431.999,33.0,76.1542,4.24698,2.088,0.275815,537.875,539.948,,
91.2936,826.173,34.0,145.641,16.6161,2.146,-0.845764,545.625,539.267,,
81.6584,974.801,35.0,171.841,34.3214,2.204,0.623833,533.9,538.589,,
