T,Sig_Np,Rate#,Pct_Np,CumPct,SigT,E:SNR0078,Sig,SigCalc,Range,Zero
5057.86,0.0,1.0,0.0,0.0,0.486,2.37183,522.575,538.938,0.486,0.0
4537.21,0.0,2.0,0.0,0.0,0.594,-0.937319,541.75,535.284,632.23,0.0
4070.17,0.0,3.0,0.0,0.0,0.702,-1.60602,542.775,531.695,,
3651.19,4.30512e-11,4.0,7.73869e-12,0.0,0.81,-1.51188,538.6,528.17,,
3275.35,0.0,5.0,0.0,0.0,0.918,-0.880034,530.775,524.704,,
2938.19,8.21033e-11,6.0,1.47585e-11,0.0,1.026,-0.0134769,521.387,521.295,,
2635.74,6.88423e-10,7.0,1.23748e-10,0.0,1.134,-0.242523,519.612,517.939,,
2364.43,1.61743e-09,8.0,2.90742e-10,7.8983e-12,1.242,-0.199565,516.013,514.636,,
2121.04,2.65034e-09,9.0,4.76412e-10,4.95661e-11,1.35,0.90504,505.138,511.381,,
1902.71,3.61799e-09,10.0,6.50353e-10,1.10766e-10,1.458,1.08516,500.687,508.174,,
1706.85,4.35756e-09,11.0,7.83296e-10,1.88634e-10,1.566,0.126716,504.138,505.012,,
1531.15,4.54783e-09,12.0,8.17498e-10,2.75581e-10,1.674,-0.330823,504.175,501.893,,
1373.54,4.13353e-09,13.0,7.43025e-10,3.60341e-10,1.782,-1.02695,505.9,498.815,,
1232.15,3.0126e-09,14.0,5.41531e-10,4.30111e-10,1.89,-0.514208,499.325,495.778,,
1105.31,1.03081e-09,15.0,1.85295e-10,4.69588e-10,1.998,0.433513,489.788,492.778,,
991.536,0.0,16.0,0.0,4.67072e-10,2.106,0.685397,485.088,489.816,,
889.47,0.0,17.0,0.0,4.16537e-10,2.16,1.15211,480.4,488.348,,
797.91,0.0,18.0,0.0,3.17026e-10,2.268,-1.712,497.25,485.439,,
715.776,0.0,19.0,0.0,1.82316e-10,2.376,0.418708,479.675,482.564,,
642.096,0.0,20.0,0.0,4.88952e-11,2.484,-0.602137,483.875,479.721,,
576.0,0.0,21.0,0.0,0.0,2.592,0.668195,472.3,476.91,,
516.708,1.48991e-09,22.0,2.67819e-10,0.0,2.7,-1.64817,485.5,474.129,,
463.52,4.61419e-09,23.0,8.29425e-10,2.11914e-12,2.808,-1.82222,483.95,471.379,,
415.806,3.85984e-09,24.0,6.93828e-10,8.48542e-11,2.916,-0.56795,472.575,468.657,,
373.004,2.76965e-09,25.0,4.97859e-10,1.4958e-10,3.024,-0.646792,470.425,465.963,,
334.608,1.8944e-09,26.0,3.40528e-10,1.95117e-10,3.132,0.919868,456.95,463.296,,
300.164,1.76059e-09,27.0,3.16475e-10,2.30802e-10,3.24,-0.412267,463.5,460.656,,
269.266,1.64894e-09,28.0,2.96406e-10,2.64091e-10,3.348,-0.744141,463.175,458.041,,
241.549,1.38133e-09,29.0,2.48302e-10,2.93676e-10,3.456,-1.105,463.075,455.452,,
216.684,1.1094e-09,30.0,1.99421e-10,3.17994e-10,3.564,2.00925,439.025,452.887,,
194.38,9.47656e-10,31.0,1.70346e-10,3.38078e-10,3.672,-0.504377,453.825,450.345,,
