T,Sig_Np,Rate#,Pct_Np,CumPct,SigT,E:SNR0096,Sig,SigCalc,Range,Zero
2466.7,3.1762e-08,1.0,5.81486e-09,2.83571e-10,0.711,-0.133628,505.875,505.172,0.711,0.0
2237.47,9.55289e-08,2.0,1.7489e-08,1.42002e-09,0.869,-1.40865,504.083,496.668,308.34,0.0
2029.55,1.90924e-07,3.0,3.49536e-08,3.97748e-09,1.027,-1.50556,496.292,488.366,,
1840.95,3.22021e-07,4.0,5.89542e-08,8.55705e-09,1.185,0.169146,479.367,480.257,,
1669.87,4.73841e-07,5.0,8.67489e-08,1.56625e-08,1.343,0.251481,471.008,472.332,,
1514.69,6.35501e-07,6.0,1.16345e-07,2.55667e-08,1.501,-1.16345,470.708,464.584,,
1373.94,8.0416e-07,7.0,1.47222e-07,3.842e-08,1.659,-0.602173,460.175,457.005,,
1246.26,9.78343e-07,8.0,1.79111e-07,5.43342e-08,1.817,0.621706,446.317,449.589,,
1130.45,1.15745e-06,9.0,2.119e-07,7.34025e-08,1.975,0.700762,438.642,442.331,,
1025.4,1.33791e-06,10.0,2.44938e-07,9.5681e-08,2.133,0.490354,432.642,435.223,,
930.109,1.51867e-06,11.0,2.78032e-07,1.21184e-07,2.291,1.0897,422.525,428.261,,
843.676,1.69954e-06,12.0,3.11145e-07,1.49917e-07,2.449,0.922723,416.583,421.441,,
765.275,1.88044e-06,13.0,3.44263e-07,1.81879e-07,2.607,0.338393,412.975,414.756,,
694.16,2.06134e-06,14.0,3.77381e-07,2.17071e-07,2.765,0.641907,404.825,408.204,,
629.653,2.24224e-06,15.0,4.105e-07,2.55493e-07,2.923,1.00613,396.483,401.78,,
571.141,2.42313e-06,16.0,4.43617e-07,2.97145e-07,3.081,0.151216,394.683,395.479,,
518.066,2.60386e-06,17.0,4.76703e-07,3.42026e-07,3.16,-0.372106,394.333,392.375,,
469.923,2.78388e-06,18.0,5.09661e-07,3.90128e-07,3.318,0.795356,382.067,386.253,,
426.254,2.96303e-06,19.0,5.4246e-07,4.41437e-07,3.476,-0.658995,383.717,380.248,,
386.643,3.141e-06,20.0,5.75041e-07,4.95933e-07,3.634,-0.43618,376.65,374.354,,
350.713,3.31749e-06,21.0,6.07352e-07,5.53595e-07,3.792,-0.49027,371.15,368.569,,
318.122,3.49296e-06,22.0,6.39478e-07,6.14398e-07,3.95,-0.565362,365.867,362.891,,
288.56,3.66783e-06,23.0,6.71491e-07,6.7833e-07,4.108,0.11372,356.717,357.315,,
261.745,3.84226e-06,24.0,7.03424e-07,7.4538e-07,4.266,-0.169562,352.733,351.841,,
237.421,4.01625e-06,25.0,7.35278e-07,8.15541e-07,4.424,2.09237,335.45,346.464,,
215.358,4.19e-06,26.0,7.67088e-07,8.88806e-07,4.582,0.816945,336.883,341.184,,
195.345,4.36358e-06,27.0,7.98867e-07,9.65172e-07,4.74,-0.412231,338.167,335.997,,
177.192,4.53701e-06,28.0,8.30617e-07,1.04464e-06,4.898,-0.965524,335.983,330.901,,
160.726,4.71027e-06,29.0,8.62337e-07,1.1272e-06,5.056,-1.55572,334.083,325.894,,
145.79,4.88336e-06,30.0,8.94025e-07,1.21285e-06,5.214,1.45783,313.3,320.974,,
132.242,5.05627e-06,31.0,9.2568e-07,1.30159e-06,5.372,0.979482,310.983,316.139,,
