T,Sig_Np,Rate#,Pct_Np,CumPct,SigT,E:SNR0022,Sig,SigCalc,Range,Zero
9791.85,2.75464e-11,1.0,9.72573e-12,5.42386e-13,0.6272,2.42226,246.4,276.323,0.6272,0.0
8758.4,2.53874e-11,2.0,8.96347e-12,1.58465e-12,0.784,-0.718488,283.5,274.624,1224.0,0.0
7834.03,0.0,3.0,0.0,2.07457e-12,0.9408,-0.27233,276.3,272.936,,
7007.22,6.28931e-12,4.0,2.22055e-12,2.18844e-12,1.0976,0.029003,270.9,271.258,,
6267.67,2.4191e-11,5.0,8.54104e-12,2.7886e-12,1.2544,0.954515,257.8,269.592,,
5606.18,6.08159e-11,6.0,2.14721e-11,4.46237e-12,1.4112,0.0271795,267.6,267.936,,
5014.49,1.39568e-10,7.0,4.92771e-11,8.40792e-12,1.568,0.128753,264.7,266.291,,
4485.26,2.42445e-10,8.0,8.55993e-11,1.59297e-11,1.7248,-0.634963,272.5,264.656,,
4011.88,3.59904e-10,9.0,1.2707e-10,2.77899e-11,1.8816,-0.612626,270.6,263.032,,
3588.46,4.88167e-10,10.0,1.72356e-10,4.44883e-11,2.0384,-1.93319,285.3,261.418,,
3209.73,6.17033e-10,11.0,2.17854e-10,6.62496e-11,2.1952,-0.468278,265.6,259.815,,
2870.97,7.39594e-10,12.0,2.61126e-10,9.29615e-11,2.352,0.00179912,258.2,258.222,,
2567.97,8.49555e-10,13.0,2.9995e-10,1.24252e-10,2.5088,-1.80194,278.9,256.64,,
2296.94,9.41475e-10,14.0,3.32404e-10,1.59517e-10,2.6656,-0.747384,264.3,255.067,,
2054.52,1.00754e-09,15.0,3.55728e-10,1.97893e-10,2.8224,2.0322,228.4,253.505,,
1837.68,1.00647e-09,16.0,3.55352e-10,2.37548e-10,2.9792,-0.125262,253.5,251.953,,
1643.73,9.39226e-10,17.0,3.3161e-10,2.75859e-10,3.136,-0.0315481,250.8,250.41,,
1470.25,8.00942e-10,18.0,2.82787e-10,3.10123e-10,3.2928,1.9005,225.4,248.878,,
1315.08,5.97687e-10,19.0,2.11024e-10,3.37661e-10,3.4496,-2.29446,275.7,247.355,,
1176.28,3.46505e-10,20.0,1.2234e-10,3.56253e-10,3.6064,-0.498433,252.0,245.843,,
1052.14,0.0,21.0,0.0,3.62382e-10,3.7632,-1.48625,262.7,244.34,,
941.095,0.0,22.0,0.0,3.51236e-10,3.92,-0.959551,254.7,242.846,,
841.771,0.0,23.0,0.0,3.18321e-10,4.0768,-0.326844,245.4,241.362,,
752.929,0.0,24.0,0.0,2.59674e-10,4.2336,-1.37709,256.9,239.888,,
673.464,0.0,25.0,0.0,1.72067e-10,4.3904,-0.72666,247.4,238.423,,
602.386,0.0,26.0,0.0,5.27089e-11,4.5472,0.466888,231.2,236.968,,
538.81,0.0,27.0,0.0,0.0,4.704,-0.265382,238.8,235.522,,
481.943,0.0,28.0,0.0,0.0,4.8608,-0.519307,240.5,234.085,,
431.078,0.0,29.0,0.0,0.0,5.0176,0.773628,223.1,232.657,,
385.582,0.0,30.0,0.0,0.0,5.1744,-0.571615,238.3,231.239,,
344.887,0.0,31.0,0.0,0.0,5.3312,-0.0947843,231.0,229.829,,
308.488,0.0,32.0,0.0,0.0,5.488,0.836088,218.1,228.429,,
275.929,0.0,33.0,0.0,0.0,5.6448,2.29385,198.7,227.037,,
246.808,0.0,34.0,0.0,0.0,5.8016,-0.0117705,225.8,225.655,,
220.759,0.0,35.0,0.0,0.0,5.9584,1.30172,208.2,224.281,,
197.46,0.0,36.0,0.0,0.0,6.1152,0.349364,218.6,222.916,,
176.62,0.0,37.0,0.0,0.0,6.272,0.984304,209.4,221.56,,
157.979,0.0,38.0,0.0,0.0,6.5072,0.537074,214.85,219.541,,
141.306,0.0,39.0,0.0,0.0,6.8208,2.10739,201.85,216.881,,
126.392,0.0,40.0,0.0,0.0,7.2128,-1.4651,226.4,213.602,,
113.053,0.0,41.0,0.0,0.0,7.6048,-0.557269,214.35,210.375,,
101.121,0.0,42.0,0.0,0.0,7.9184,1.0224,198.9,207.831,,
90.4487,0.0,43.0,0.0,0.0,8.3104,-0.626857,209.167,204.696,,
80.9026,0.0,44.0,0.0,0.0,8.7808,-1.13116,209.067,200.999,,
72.3641,0.0,45.0,0.0,0.0,9.2512,1.17381,189.0,197.372,,
64.7267,0.0,46.0,0.0,0.0,9.7216,1.22185,186.267,193.814,,
57.8954,0.0,47.0,0.0,0.0,10.192,-0.482858,193.767,190.323,,
51.785,0.0,48.0,0.0,0.0,10.7408,2.53905,170.65,186.333,,
46.3196,0.0,49.0,0.0,0.0,11.2896,-0.815225,187.467,182.431,,
41.431,47.0542,50.0,16.6133,0.926492,11.8384,-1.36967,187.075,178.615,,
37.0583,160.036,51.0,56.5036,5.00408,12.4656,-0.136692,175.2,174.356,,
33.1471,315.456,52.0,111.377,14.3665,13.0928,0.401163,167.725,170.203,,
29.6487,452.461,53.0,159.749,29.4867,13.72,0.21788,164.95,166.154,,
26.5196,496.876,54.0,175.431,48.179,14.4256,-0.402038,163.94,161.719,,
23.7207,437.658,55.0,154.523,66.5799,15.2096,-1.3437,164.36,156.936,,
21.2172,307.793,56.0,108.672,81.2577,15.9936,0.496139,149.8,152.302,,
18.9779,188.322,57.0,66.4903,91.0262,16.7776,0.917906,142.74,147.811,,
16.9749,94.1617,58.0,33.2454,96.5883,17.64,0.600976,140.0,143.031,,
15.1834,33.9146,59.0,11.9741,99.1101,18.5808,0.531945,135.517,138.0,,
13.5809,5.64109,60.0,1.99168,99.8889,19.5216,1.00232,128.1,133.155,,
12.1476,0.0,61.0,0.0,100.0,20.5408,0.839707,124.186,128.106,,
10.8655,0.0,62.0,0.0,100.0,21.56,0.37963,121.6,123.258,,
9.71875,0.0,63.0,0.0,100.0,22.6576,-0.145711,118.888,118.251,,
8.69303,0.0,64.0,0.0,100.0,23.8336,-0.0603507,113.386,113.122,,
7.77556,9.22122e-96,65.0,3.25571e-96,100.0,25.0096,0.246274,107.15,108.226,,
6.95491,8.77458e-96,66.0,3.09802e-96,100.0,26.264,-1.55809,109.662,103.247,,
