T,Sig_Np,Rate#,Pct_Np,CumPct,SigT,E:SNR0019,Sig,SigCalc,Range,Zero
6044.97,0.0,1.0,0.0,0.0,0.3872,1.61874,255.5,278.685,0.3872,0.0
5406.97,0.0,2.0,0.0,0.0,0.484,1.5123,256.6,278.261,755.62,0.0
4836.32,2.3525e-10,3.0,8.39009e-11,0.0,0.5808,0.121267,276.1,277.837,,
4325.89,4.69294e-10,4.0,1.67372e-10,1.36636e-11,0.6776,-0.997432,291.7,277.414,,
3869.33,2.94115e-11,5.0,1.04895e-11,2.35826e-11,0.7744,0.13901,275.0,276.991,,
3460.96,0.0,6.0,0.0,0.0,0.8712,0.0816244,275.4,276.569,,
3095.68,0.0,7.0,0.0,0.0,0.968,-0.736722,286.7,276.148,,
2768.96,0.0,8.0,0.0,0.0,1.0648,0.141535,273.7,275.727,,
2476.72,0.0,9.0,0.0,0.0,1.1616,1.07569,259.9,275.307,,
2215.33,0.0,10.0,0.0,0.0,1.2584,0.390136,269.3,274.888,,
1981.52,0.0,11.0,0.0,0.0,1.3552,-1.51718,296.2,274.469,,
1772.39,0.0,12.0,0.0,0.0,1.452,1.71411,249.5,274.051,,
1585.33,0.0,13.0,0.0,0.0,1.5488,0.162953,271.3,273.634,,
1418.01,0.0,14.0,0.0,0.0,1.6456,-0.836597,285.2,273.217,,
1268.35,0.0,15.0,0.0,0.0,1.7424,-1.54287,294.9,272.801,,
1134.49,0.0,16.0,0.0,0.0,1.8392,-1.23675,290.1,272.386,,
1014.75,0.0,17.0,0.0,0.0,1.936,-1.20985,289.3,271.971,,
907.655,0.0,18.0,0.0,0.0,2.0328,1.14201,255.2,271.557,,
811.861,0.0,19.0,0.0,0.0,2.1296,1.67867,247.1,271.144,,
726.176,0.0,20.0,0.0,0.0,2.2264,-0.165401,273.1,270.731,,
649.535,0.0,21.0,0.0,0.0,2.3232,1.97016,242.1,270.319,,
580.982,0.0,22.0,0.0,0.0,2.42,0.377525,264.5,269.907,,
519.665,0.0,23.0,0.0,0.0,2.5168,0.306951,265.1,269.496,,
464.819,0.0,24.0,0.0,0.0,2.6136,0.50871,261.8,269.086,,
415.761,0.0,25.0,0.0,0.0,2.7104,-1.99141,297.2,268.677,,
371.881,0.0,26.0,0.0,0.0,2.8072,1.21956,250.8,268.268,,
332.633,0.0,27.0,0.0,0.0,2.904,-0.463616,274.5,267.86,,
297.526,0.0,28.0,0.0,0.0,3.0008,1.23241,249.8,267.452,,
266.125,0.0,29.0,0.0,0.0,3.0976,-0.0666781,268.0,267.045,,
238.038,0.0,30.0,0.0,0.0,3.1944,-1.261,284.7,266.639,,
212.915,0.0,31.0,0.0,0.0,3.2912,0.944829,252.7,266.233,,
190.444,0.0,32.0,0.0,0.0,3.388,-0.277327,269.8,265.828,,
170.344,0.0,33.0,0.0,0.0,3.4848,0.141266,263.4,265.423,,
152.366,0.0,34.0,0.0,0.0,3.5816,1.44658,244.3,265.02,,
136.285,0.0,35.0,0.0,0.0,3.6784,0.287394,260.5,264.616,,
121.901,0.0,36.0,0.0,0.0,3.7752,-0.285285,268.3,264.214,,
109.036,0.0,37.0,0.0,0.0,3.872,-0.397127,269.5,263.812,,
97.528,0.0,38.0,0.0,0.0,4.0172,0.647732,256.65,263.21,,
87.2348,138.529,39.0,49.4056,2.75526,4.2108,-1.14153,271.85,262.41,,
78.028,398.498,40.0,142.122,13.4364,4.4528,-0.166511,263.1,261.414,,
