T,Sig_Np,Rate#,Pct_Np,CumPct,SigT,E:SNR0019,Sig,SigCalc,Range,Zero
12289.8,1.6131e-12,1.0,5.72146e-13,3.19075e-14,0.8856,0.294281,262.15,266.35,0.8856,0.0
10992.7,1.66635e-12,2.0,5.91029e-13,9.67756e-14,1.0824,-1.06704,278.25,263.021,1536.2,0.0
9832.51,5.12089e-13,3.0,1.81631e-13,1.39865e-13,1.2792,-0.274037,263.65,259.739,,
8794.78,3.24224e-12,4.0,1.14998e-12,2.14127e-13,1.476,-0.339573,261.35,256.503,,
7866.57,5.3125e-12,5.0,1.88427e-12,3.83341e-13,1.6728,-0.0375584,253.85,253.314,,
7036.32,7.84003e-12,6.0,2.78075e-12,6.435e-13,1.8696,0.386728,244.65,250.17,,
6293.7,1.26584e-11,7.0,4.48975e-12,1.04896e-12,2.0664,-0.660745,256.5,247.07,,
5629.46,1.78572e-11,8.0,6.33369e-12,1.65257e-12,2.2632,0.631512,235.0,244.013,,
5035.32,2.31904e-11,9.0,8.22531e-12,2.46449e-12,2.46,0.872302,228.55,241.0,,
4503.89,2.78592e-11,10.0,9.88127e-12,3.47426e-12,2.6568,0.758723,227.2,238.029,,
4028.54,7.7628e-12,11.0,2.75336e-12,4.17887e-12,2.8536,0.602518,226.5,235.099,,
3603.36,0.0,12.0,0.0,3.32491e-12,3.0504,-0.759438,243.05,232.211,,
3223.06,0.0,13.0,0.0,0.0,3.2472,-0.289873,233.5,229.363,,
2882.9,0.0,14.0,0.0,0.0,3.444,0.981213,212.55,226.554,,
2578.63,0.0,15.0,0.0,0.0,3.6408,0.6015,215.2,223.785,,
2306.48,0.0,16.0,0.0,0.0,3.8376,0.553786,213.15,221.054,,
2063.05,0.0,17.0,0.0,0.0,3.936,1.29639,201.2,219.703,,
1845.32,0.0,18.0,0.0,0.0,4.1328,-0.404407,222.8,217.028,,
1650.56,0.0,19.0,0.0,0.0,4.3296,-1.64719,237.9,214.391,,
1476.36,0.0,20.0,0.0,0.0,4.5264,-0.393107,217.4,211.789,,
1320.54,0.0,21.0,0.0,0.0,4.7232,-0.187493,211.9,209.224,,
1181.17,0.0,22.0,0.0,0.0,4.92,-0.0354621,207.2,206.694,,
1056.51,0.0,23.0,0.0,0.0,5.1168,1.02984,189.5,204.198,,
945.003,0.0,24.0,0.0,0.0,5.3136,0.366937,196.5,201.737,,
845.267,0.0,25.0,0.0,0.0,5.5104,-1.42867,219.7,199.309,,
756.056,0.0,26.0,0.0,0.0,5.7072,0.715701,186.7,196.915,,
676.261,0.0,27.0,0.0,0.0,5.904,0.340012,189.7,194.553,,
604.888,0.0,28.0,0.0,0.0,6.1008,-0.453819,198.7,192.223,,
541.047,0.0,29.0,0.0,0.0,6.2976,0.492177,182.9,189.925,,
483.945,0.0,30.0,0.0,0.0,6.4944,-0.605547,196.3,187.657,,
432.869,0.0,31.0,0.0,0.0,6.6912,0.337767,180.6,185.421,,
387.183,0.0,32.0,0.0,0.0,6.888,0.95389,169.6,183.214,,
346.32,0.0,33.0,0.0,0.0,7.0848,0.170793,178.6,181.038,,
309.769,0.0,34.0,0.0,0.0,7.2816,0.64391,169.7,178.89,,
277.075,0.0,35.0,0.0,0.0,7.4784,-0.00900267,176.9,176.772,,
247.833,0.0,36.0,0.0,0.0,7.6752,-0.582856,183.0,174.681,,
221.676,0.0,37.0,0.0,0.0,7.872,0.64592,163.4,172.619,,
198.28,0.0,38.0,0.0,0.0,8.1672,1.09261,158.55,169.577,,
177.353,0.0,39.0,0.0,0.0,8.5608,-2.99572,190.3,165.615,,
158.635,0.0,40.0,0.0,0.0,9.0528,-0.699387,167.867,160.808,,
141.893,0.0,41.0,0.0,0.0,9.5448,0.377312,153.05,156.159,,
126.917,0.0,42.0,0.0,0.0,9.9384,0.39129,148.6,152.549,,
113.522,0.0,43.0,0.0,0.0,10.4304,-1.06372,156.933,148.168,,
101.541,0.0,44.0,0.0,0.0,11.0208,-0.866003,150.233,143.097,,
90.8243,0.0,45.0,0.0,0.0,11.6112,2.00902,121.667,138.221,,
81.2386,0.0,46.0,0.0,0.0,12.2016,1.11151,125.6,133.532,,
72.6646,0.0,47.0,0.0,0.0,12.792,-1.10584,138.133,129.021,,
64.9955,0.0,48.0,0.0,0.0,13.4808,0.0698623,123.475,123.974,,
58.1358,0.0,49.0,0.0,0.0,14.1696,-0.0541152,119.533,119.147,,
52.0001,0.0,50.0,0.0,0.0,14.8584,-0.49663,118.075,114.531,,
46.512,0.0,51.0,0.0,0.0,15.6456,-0.0771448,110.05,109.499,,
41.603,0.284809,52.0,0.101018,0.00563197,16.4328,-0.593488,108.95,104.715,,
37.2122,13.5517,53.0,4.8066,0.27932,17.22,-0.558033,103.725,100.163,,
33.2848,45.4268,54.0,16.1123,1.44593,18.1056,-0.48167,98.38,95.3056,,
29.7719,96.2754,55.0,34.1475,4.24882,19.0896,1.18678,82.64,90.215,,
26.6297,158.726,56.0,56.2979,9.29279,20.0736,-1.16936,92.24,85.4265,,
23.8192,218.403,57.0,77.4646,16.7525,21.0576,-0.344662,83.12,80.9201,,
21.3053,262.188,58.0,92.9945,26.2587,22.14,0.223135,74.9667,76.2668,,
19.0567,286.305,59.0,101.549,37.108,23.3208,-1.48715,79.55,71.5276,,
17.0454,291.08,60.0,103.242,48.5287,24.5016,-0.126336,67.85,67.1139,,
15.2465,277.521,61.0,98.4328,59.7758,25.7808,1.93045,52.2571,62.6709,,
13.6373,247.885,62.0,87.9212,70.1684,27.06,1.8071,49.4333,58.5521,,
12.198,206.66,63.0,73.2995,79.1594,28.4376,-0.389113,56.4125,54.449,,
10.9106,160.037,64.0,56.7629,86.4127,29.9136,0.354424,48.6143,50.4027,,
9.75911,114.158,65.0,40.4903,91.8363,31.3896,0.953476,41.875,46.6863,,
8.72913,74.2581,66.0,26.3383,95.5632,32.964,-0.595931,45.8875,43.0524,,
