T,Sig_Np,Rate#,Pct_Np,CumPct,SigT,E:SNR0021,Sig,SigCalc,Range,Zero
4796.01,1.01638e-10,1.0,3.61401e-11,2.01546e-12,0.3456,1.9214,254.9,280.218,0.3456,0.0
4289.83,7.00978e-12,2.0,2.49252e-12,4.16993e-12,0.4224,-0.182701,282.4,279.993,599.5,0.0
3837.08,1.15236e-11,3.0,4.09753e-12,4.53745e-12,0.4992,-1.24328,296.15,279.768,,
3432.11,0.0,4.0,0.0,4.458e-12,0.576,-0.228194,282.55,279.543,,
3069.88,0.0,5.0,0.0,2.78028e-12,0.6528,-1.06865,293.4,279.319,,
2745.88,0.0,6.0,0.0,0.0,0.7296,-2.52762,312.4,279.094,,
2456.08,0.0,7.0,0.0,0.0,0.8064,-1.07232,293.0,278.87,,
2196.86,0.0,8.0,0.0,0.0,0.8832,0.250174,275.35,278.646,,
1965.0,0.0,9.0,0.0,0.0,0.96,-0.256308,281.8,278.423,,
1757.61,0.0,10.0,0.0,0.0,1.0368,0.341451,273.7,278.199,,
1572.11,0.0,11.0,0.0,0.0,1.1136,0.605299,270.0,277.976,,
1406.19,0.0,12.0,0.0,0.0,1.1904,-0.496893,284.3,277.753,,
1257.78,0.0,13.0,0.0,0.0,1.2672,-1.0185,290.95,277.53,,
1125.03,8.5599e-12,14.0,3.04371e-12,0.0,1.344,-0.0677886,278.2,277.307,,
1006.3,3.57728e-11,15.0,1.272e-11,0.0,1.4208,0.920881,264.95,277.084,,
900.09,6.25977e-11,16.0,2.22584e-11,0.0,1.4976,0.164051,274.7,276.862,,
805.094,8.57882e-11,17.0,3.05044e-11,0.0,1.536,-0.626071,285.0,276.75,,
720.123,1.0057e-10,18.0,3.57603e-11,0.0,1.6128,0.548567,269.3,276.528,,
644.121,1.08312e-10,19.0,3.85133e-11,0.0,1.6896,2.20893,247.2,276.306,,
576.14,1.12164e-10,20.0,3.98831e-11,0.0,1.7664,0.256848,272.7,276.084,,
515.333,1.13034e-10,21.0,4.01923e-11,0.0,1.8432,0.141366,274.0,275.863,,
460.944,1.12851e-10,22.0,4.01274e-11,1.69446e-12,1.92,-1.03659,289.3,275.641,,
412.296,1.13987e-10,23.0,4.05313e-11,6.19265e-12,1.9968,-0.264109,278.9,275.42,,
368.782,1.19113e-10,24.0,4.23539e-11,1.0815e-11,2.0736,1.37355,257.1,275.199,,
329.86,1.22278e-10,25.0,4.34795e-11,1.56018e-11,2.1504,-0.290071,278.8,274.978,,
295.046,1.27007e-10,26.0,4.5161e-11,2.05451e-11,2.2272,0.83914,263.7,274.757,,
263.907,1.32961e-10,27.0,4.7278e-11,2.57002e-11,2.304,0.875522,263.0,274.536,,
236.054,1.37545e-10,28.0,4.89081e-11,3.10643e-11,2.3808,-0.795648,284.8,274.316,,
211.14,1.41557e-10,29.0,5.03344e-11,3.65989e-11,2.4576,-1.2753,290.9,274.096,,
188.856,1.45273e-10,30.0,5.16558e-11,4.22867e-11,2.5344,1.51599,253.9,273.876,,
168.924,1.48186e-10,31.0,5.26917e-11,4.8106e-11,2.6112,-0.807807,284.3,273.656,,
151.096,1.51899e-10,32.0,5.40119e-11,5.40566e-11,2.688,1.51299,253.5,273.436,,
135.149,1.55612e-10,33.0,5.53322e-11,6.01546e-11,2.7648,0.00884542,273.1,273.217,,
120.885,1.57742e-10,34.0,5.60895e-11,6.63683e-11,2.8416,-0.12164,274.6,272.997,,
108.127,0.0,35.0,0.0,0.0,2.9184,0.218417,269.9,272.778,,
96.7151,2274.91,36.0,808.909,45.1113,2.9952,0.581255,264.9,272.559,,
86.5077,246.53,37.0,87.6605,95.1113,3.072,-0.459893,278.4,272.34,,
77.3776,0.0,38.0,0.0,100.0,3.1872,-0.889504,280.3,272.012,,
69.2111,0.0,39.0,0.0,100.0,3.3408,0.949796,264.35,271.576,,
61.9065,0.0,40.0,0.0,100.0,3.5328,0.7546,264.0,271.031,,
55.3728,0.0,41.0,0.0,100.0,3.7248,-0.645788,275.4,270.487,,
49.5287,0.0,42.0,0.0,100.0,3.8784,-2.28039,291.3,270.053,,
44.3014,0.0,43.0,0.0,100.0,4.0704,0.391442,266.533,269.511,,
39.6258,0.0,44.0,0.0,100.0,4.3008,-0.241522,270.7,268.863,,
35.4436,0.0,45.0,0.0,100.0,4.5312,0.273703,266.133,268.216,,
31.7029,0.0,46.0,0.0,100.0,4.7616,0.0106287,267.5,267.57,,
28.3569,0.0,47.0,0.0,100.0,4.992,0.529221,262.9,266.926,,
25.3641,0.0,48.0,0.0,100.0,5.2608,2.30738,250.975,266.177,,
22.6871,0.0,49.0,0.0,100.0,5.5296,-0.025875,265.6,265.43,,
20.2927,0.0,50.0,0.0,100.0,5.7984,0.748963,259.75,264.684,,
18.151,0.0,51.0,0.0,100.0,6.1056,-0.662473,268.2,263.835,,
16.2353,0.0,52.0,0.0,100.0,6.4128,-1.21971,271.025,262.989,,
14.5218,0.0,53.0,0.0,100.0,6.72,-0.454695,264.825,262.146,,
12.9892,0.0,54.0,0.0,100.0,7.0656,0.0169399,261.1,261.2,,
11.6183,0.0,55.0,0.0,100.0,7.4496,-0.544229,263.36,260.153,,
10.3921,0.0,56.0,0.0,100.0,7.8336,-0.0389742,259.32,259.11,,
9.2953,0.0,57.0,0.0,100.0,8.2176,0.572207,254.7,258.072,,
8.31426,0.0,58.0,0.0,100.0,8.64,0.406072,254.75,256.934,,
7.43676,0.0,59.0,0.0,100.0,9.1008,0.859899,251.417,255.699,,
6.65188,0.0,60.0,0.0,100.0,9.5616,0.28566,252.933,254.47,,
5.94983,0.0,61.0,0.0,100.0,10.0608,0.321698,251.543,253.145,,
5.32188,0.0,62.0,0.0,100.0,10.56,-0.809907,255.6,251.827,,
4.76021,0.0,63.0,0.0,100.0,11.0976,0.0408146,250.225,250.415,,
4.25781,0.0,64.0,0.0,100.0,11.6736,-0.978852,253.471,248.911,,
3.80844,0.0,65.0,0.0,100.0,12.2496,0.776299,243.8,247.417,,
3.40649,0.0,66.0,0.0,100.0,12.864,0.929363,241.75,245.832,,
3.04696,0.0,67.0,0.0,100.0,13.5168,-1.26034,249.411,244.16,,
2.72538,0.0,68.0,0.0,100.0,14.2464,1.24646,237.11,242.304,,
2.43774,0.0,69.0,0.0,100.0,14.976,2.28417,230.944,240.462,,
2.18046,0.0,70.0,0.0,100.0,15.7056,-0.170007,239.31,238.635,,
1.95033,0.0,71.0,0.0,100.0,16.512,-0.135307,237.145,236.631,,
1.74449,0.0,72.0,0.0,100.0,17.3568,-0.641807,236.991,234.55,,
1.56038,0.0,73.0,0.0,100.0,18.24,0.348811,231.067,232.393,,
1.39569,0.0,74.0,0.0,100.0,19.2,0.262994,229.146,230.072,,
1.24839,0.0,75.0,0.0,100.0,20.1984,1.43462,222.631,227.683,,
1.11663,0.0,76.0,0.0,100.0,21.2352,0.15308,224.707,225.228,,
0.998784,0.0,77.0,0.0,100.0,22.3104,1.0191,219.243,222.71,,
0.893371,0.0,78.0,0.0,100.0,23.424,2.47988,212.207,220.132,,
0.799084,0.0,79.0,0.0,100.0,24.6144,2.00152,211.013,217.409,,
0.714748,0.0,80.0,0.0,100.0,25.8816,-0.060488,214.735,214.547,,
0.639313,0.0,81.0,0.0,100.0,27.2256,-0.234029,212.261,211.554,,
0.571839,0.0,82.0,0.0,100.0,28.608,-0.338955,209.517,208.518,,
0.511486,0.0,83.0,0.0,100.0,30.0672,-0.100529,205.65,205.361,,
0.457504,0.0,84.0,0.0,100.0,31.6416,-0.632691,203.786,202.008,,
0.409218,0.0,85.0,0.0,100.0,33.2544,1.60223,194.229,198.631,,
0.366029,0.0,86.0,0.0,100.0,34.944,0.299331,194.348,195.153,,
0.327398,0.0,87.0,0.0,100.0,36.7488,-0.00439268,191.517,191.505,,
0.292844,0.0,88.0,0.0,100.0,38.6304,-0.918376,190.104,187.775,,
0.261937,0.0,89.0,0.0,100.0,40.5888,-0.0259701,184.035,183.97,,
0.234292,0.0,90.0,0.0,100.0,42.6624,-1.04363,182.536,180.025,,
0.209564,0.0,91.0,0.0,100.0,44.8512,-1.87479,180.39,175.953,,
0.187447,0.0,92.0,0.0,100.0,47.1168,-0.223175,172.347,171.835,,
0.167663,7.97564e-99,93.0,2.83596e-99,100.0,49.536,0.344931,166.776,167.544,,
0.149968,1.41776e-96,94.0,5.04123e-97,100.0,52.0704,-0.538006,164.345,163.164,,
0.13414,1.38927e-96,95.0,4.939930000000001e-97,100.0,54.72,-1.39488,161.689,158.707,,
0.119983,9.162320000000001e-97,96.0,3.25792e-97,100.0,57.5232,-0.379828,154.916,154.125,,
0.10732,4.758050000000001e-97,97.0,1.69186e-97,100.0,60.48,-1.92192,153.342,149.435,,
0.0959932,2.04453e-97,98.0,7.26989e-98,100.0,63.5904,-1.2148,147.041,144.655,,
0.085862,6.17029e-98,99.0,2.19402e-98,100.0,66.816,0.0178661,139.826,139.86,,
0.0768,7.05777e-99,100.0,2.50959e-99,100.0,70.2336,1.57242,131.993,134.953,,
,,,,,73.8432,-0.302432,130.51,129.958,,
,,,,,77.6064,0.92054,123.296,124.947,,
,,,,,81.5616,-0.778673,121.247,119.888,,
,,,,,85.7472,-0.0764662,114.889,114.758,,
,,,,,90.1248,-0.492225,110.445,109.628,,
,,,,,94.7328,-0.216236,104.826,104.475,,
,,,,,99.5712,-2.43133,103.155,99.3256,,
,,,,,104.64,-1.48838,96.4985,94.2031,,
,,,,,110.016,-1.02787,90.6125,89.0589,,
,,,,,115.661,0.279479,83.5507,83.9598,,
,,,,,121.574,0.676294,77.9646,78.9311,,
,,,,,127.795,-0.211371,74.2614,73.9662,,
,,,,,134.323,-0.140411,69.2828,69.0919,,
,,,,,141.158,1.81759,61.9132,64.3325,,
,,,,,148.378,-2.27756,62.6186,59.6615,,
,,,,,155.981,-1.2138,56.6406,55.1087,,
,,,,,163.93,1.2311,49.2009,50.7203,,
,,,,,172.301,0.584677,45.7759,46.4763,,
,,,,,181.133,0.675292,41.5907,42.3834,,
,,,,,190.387,-0.211373,38.7228,38.4813,,
,,,,,200.102,-0.13115,34.9177,34.7711,,
,,,,,210.355,-0.670117,31.9715,31.2433,,
,,,,,221.146,0.600356,27.2792,27.9166,,
,,,,,232.435,0.500629,24.2967,24.8149,,
,,,,,244.301,-0.0428138,21.9692,21.926,,
,,,,,256.819,0.480088,18.7695,19.2423,,
,,,,,269.952,3.00163,13.8949,16.7794,,
,,,,,283.738,1.42969,13.194,14.5328,,
,,,,,298.253,1.2921,11.3113,12.4919,,
,,,,,313.498,1.35593,9.44631,10.6564,,
,,,,,329.51,-0.222531,9.21168,9.01834,,
,,,,,346.368,1.99185,5.87822,7.56537,,
,,,,,364.07,-0.514123,6.71695,6.29105,,
,,,,,382.694,0.196229,5.02329,5.18153,,
,,,,,402.278,0.34276,3.95594,4.22537,,
,,,,,422.861,1.50153,2.25818,3.41012,,
,,,,,444.48,0.464622,2.375,2.72272,,
,,,,,467.174,-0.718495,2.67492,2.14976,,
,,,,,491.059,0.896279,1.03887,1.67655,,
,,,,,516.173,0.77227,0.754627,1.29095,,
,,,,,542.592,-0.217876,1.12833,0.980667,,
,,,,,570.355,1.10289,0.00621622,0.734659,,
